id,text
4507,pesh turned her around to face him .
4508,`` you do n't have anything to feel nervous about .
4509,"if you do n't want to do this anymore , we do n't have to . ''"
4510,"`` no , i want to do it , '' she assured him ."
4511,"without another word , his fingers went to her hair ."
4512,"after he undid the clasp , her hair tumbled down over her shoulders ."
4513,an appreciative shudder rippled through her when he nuzzled his face into the strands at her neck .
4514,from there he sought out the zipper at the middle of her back .
4515,"slowly , he slid it down ."
4516,"when the back of the dress gaped open , he took the spaghetti straps and eased them over her shoulders and down her arms ."
4517,megan felt his breath warming her back as the dress pooled onto the floor .
4518,"she stepped out of it , and then turned to face him ."
4519,the heat of his gaze stoked the fire burning deep inside her .
4520,"his expression was fierce as he drank in her strapless black bra and panties , along with her heels ."
4521,`` you are so beautiful . ''
4522,"for some reason , she felt the urge to blush at his words ."
4523,"guys had told her she was beautiful before , but it did n't feel the same or sound the same coming from them as it did pesh ."
4524,"the way he said she was beautiful , coupled with the way he looked at her , made her tingle in all the right places ."
4525,her hands came to his tie .
4526,"after she loosened it , she ripped it off him and slung it to the floor ."
4527,"deftly , her fingers worked the buttons on his shirt ."
4528,"when she opened it , she sucked in a breath at the sight of the dusting of dark hair covering his chest ."
4529,it trailed down over his washboard abs and down into his pants .
4530,"`` you 're pretty beautiful yourself , '' she said with a smile ."
4531,"as he shrugged off his shirt , her fingers went to his belt ."
4532,"the entire time she unbuttoned and unzipped him , his burning gaze took in everything she did ."
4533,`` why do you keep staring at me ? ''
4534,she questioned quietly .
4535,"`` i 'm afraid if i look away , you wo n't be real . ''"
4536,his hand cupped her cheek .
4537,`` i 've wanted this for so long-i 've wanted you for so long .
4538,it 's hard to believe that you 're really here . ''
4539,"`` touch me , '' she urged ."
4540,she took his other hand and brought it to her breast .
4541,`` touch me and feel how real i am . ''
4542,"lowering his head , his mouth hovered over hers ."
4543,"`` breathe me in , '' he instructed , as he kneaded her breast over her bra ."
4544,"at the feel of his breath against her lips , she inhaled while his heated gaze almost singed her cheeks ."
4545,"even if she had wanted to , she could n't bring herself to look away from his eyes ."
4546,"when she exhaled , he inhaled , and it was like they were doing a dance ."
4547,it was both relaxing and somewhat erotic .
4548,she 'd never spent time just breathing and gazing into someone 's eyes .
4549,"`` now you 've had your first lesson in tantra , '' he murmured against her lips ."
4550,she jerked her head back to stare at him in surprise .
4551,`` are you going to do more ? ''
4552,`` maybe . ''
4553,he reached around to undo her bra .
4554,`` do you want me to ? ''
4555,`` i think so . ''
4556,`` then i will .
4557,i want to do whatever is pleasing for you . ''
4558,she wrapped her arms around his neck and kissed him .
4559,he eased her over to the four-poster bed .
4560,"after removing his pants and boxers , he slid her panties down her legs ."
4561,"as megan sat on the edge of the massive king sized bed , she widened her legs to allow him to step between them ."
4562,"when he brought his hand to stroke between her thighs , she moaned and let her head fall back ."
4563,"two fingers entered her and began a slow , teasing assault ."
4564,"she began to rock her h*ps against his hand , adding the friction she desired ."
4565,"when she felt his erection rubbing against her leg , she reached between them to take him in her hand ."
4566,"her eyelids fluttered open , and she stared into his face as they worked each other into a sweaty , panting frenzy ."
4567,"when pesh curled his fingers inside her , she bit down on her lip to keep from screaming out in pleasure ."
4568,"her orgasm rocketed through her lower half , causing her head to fall forward onto his chest ."
4569,"when she came back to herself , pesh was sliding her body up the mattress ."
4570,"then he was hovering over her , kissing her br**sts and licking her ni**les into hardened peaks ."
4571,"`` now , pesh , '' she urged ."
4572,`` i want you deep inside of me . ''
4573,"just as his head nudged against her opening , he stopped ."
4574,"`` oh no , '' he murmured before rocking back to sit on his knees ."
4575,megan propped herself up on her elbows and gazed up at him .
4576,`` what 's wrong ? ''
4577,"she hoped that after giving in , he had n't decided to back out at the last minute ."
4578,he rubbed the stubble on his cheeks .
4579,"`` i , uh ... we ca n't do this without a condom , and i do n't have one with me . ''"
4580,"`` oh , '' she murmured ."
4581,"in the heat of the moment , she had totally forgotten about that ."
4582,`` you do n't happen to have one ? ''
4583,he asked hopefully .
4584,she shook her head .
4585,`` sorry . ''
4586,`` it 's me who ought to be sorry for putting you in a position like this without protection . ''
4587,"when he started to pull away , she sat up to grab his shoulders , urging him to stop ."
4588,`` we can still do this .
4589,neither one of us has been with anybody in at least two years-we 've had tests for the hospital . ''
4590,`` that 's all well and good but what about pregnancy ?
4591,are you on the pill ? ''
4592,`` no . ''
4593,she chewed on her bottom lip momentarily .
4594,"`` wait a minute , '' she murmured ."
4595,"in her mind , she began counting down the days since her last period ."
4596,`` twenty . ''
4597,`` twenty what ? ''
4598,"`` i 'm on day twenty , so we should be safe . ''"
4599,`` i 'll still pull out . ''
4600,"`` if you say so , '' she replied ."
4601,"gripping his biceps , she urged him to cover her again with his body ."
4602,she loved the feel of his chest hairs rubbing against her ni**les .
4603,"pesh widened her legs , and then he eased inside her , filling and stretching her walls ."
4604,it had been so long that she could n't help feeling a bit of a sting .
4605,`` are you all right ? ''
4606,`` i 'm fine . ''
4607,"he withdrew and flexed his hips , thrusting back inside her ."
4608,this time they both moaned .
4609,"setting up a rhythm , he began rocking in and out of her ."
4610,"the pace was slow and sensual , and while he was hitting all the right spots , she wanted more ."
4611,"the entire time he moved in and out of her , he kept his eyes locked firmly on hers ."
4612,his gaze was so dark with desire that she did n't dare look away .
4613,"the longer she stared into his eyes , the more connected with him she felt ."
4614,"the old saying was that the eyes were windows to the soul , and she was getting a pretty good glimpse into his ."
4615,and that scared the hell out of her .
4616,"wanting to make things less sensual , she gripped his biceps ."
4617,"`` harder , '' she panted ."
4618,"rising on his knees , he slid his forearms under the backs of her knees ."
4619,this enabled him to pull her back against his pounding thrusts .
4620,"while their connection at first had been so intimate , this was more about lust and desire ."
4621,"she reached up and clasped his face in her hands , bringing his head down to hers ."
4622,their mouths and tongues met in frenzied kisses .
4623,"when he pulled out of her , megan whimpered at the loss of feeling ."
4624,he quickly flipped her over onto her stomach .
4625,"pulling on her hips , he raised her up onto her knees ."
4626,"when he reentered her , megan moaned ."
4627,"with each thrust , he went deeper and deeper ."
4628,"her fingers fisted the sheets as he leaned over her back , kissing a trail down her spine ."
4629,she did n't know how he was able to be so many places at once .
4630,"while his mouth licked her back and teasingly left love bites , his hands were rubbing her thighs and then sliding under her to squeeze her br**sts or tease her clit ."
4631,he was giving her so much that she could n't stay silent .
4632,"she moaned , chanted his name , and cried out as the sounds of their wet skin slapped together ."
4633,"finally , she could n't take it anymore ."
4634,"dropping her head , she screamed into the mattress as she found her release ."
4635,"once her walls finished clenching , she felt pesh withdraw from her ."
4636,"as he groaned , megan felt warmth spurt onto her back and bu**ocks ."
4637,"after seeing him come before , she hated she could n't see his face ."
4638,he was so beautiful when he was finding release .
4639,"once he finished , she eased down onto her stomach and curled a pillow under her head ."
4640,"after a few seconds , pesh lay down beside her ."
4641,she turned her head and met his gaze .
4642,"exhausted and completely sexually satisfied for the first time in her life , all she could muster to say was , `` wow . ''"
4643,a slow grin spread across his cheeks .
4644,`` you seem to say that a lot around me after orgasms . ''
4645,she laughed .
4646,`` it 's because you render me absolutely speechless with your talents . ''
4647,`` thank you .
4648,i could say the same about you . ''
4649,his gaze left her face and trailed down her na**d back .
4650,`` we need to get you cleaned up . ''
4651,"rolling her shoulder blades , she said , `` i kinda like it ."
4652,makes me feel marked or something . ''
4653,he smiled shyly at her .
4654,`` i like the idea of marking you-making you mine . ''
4655,he wanted her to be his .
4656,she did n't know quite what to think about that statement .
4657,did she want to be his ?
4658,she certainly could n't imagine belonging to anyone else .
4659,"besides the amazing physical chemistry they shared , she was starting to feel such a deep connection to him ."
4660,"staring over at him , she could n't help wondering what was going on in his mind ."
4661,"`` we 've really done it now , have n't we ? ''"
4662,"`` yes , i do believe that was the universal `` it '' that we just did , '' he teased ."
4663,she smacked his arm playfully .
4664,`` that 's not what i meant . ''
4665,"`` i know , '' he murmured ."
4666,"`` no matter what , this changes everything . ''"
4667,"`` for the better , i hope . ''"
4668,`` i suppose . ''
4669,the truth was she 'd never really had casual sex before .
4670,there was one time her freshman year that she hooked up with a guy at work .
4671,it was the first and only time she 'd ever done anything so crazy .
4672,"in that instance , the sex had been over before she 'd known it and without her coming even once ."
4673,"after that fiasco , she had never wanted a repeat performance with him or any other random guy , until she 'd found herself in a sex slump after mason 's birth ."
4674,"but with pesh , the sex had been ... she shivered as the remaining echoes washed over her ."
4675,"before sleeping with pesh , she could count the number of past sexual partners on one hand , as well as the times she had had even remotely good sex ."
4676,"for megan , her experience with pesh was seriously earth shattering and life altering ."
4677,she could n't imagine just walking away now .
4678,pesh sat up and edged to the side of the bed .
4679,he held out his hand to her .
4680,`` come on .
4681,let 's shower . ''
4682,`` if you insist . ''
4683,she slid over to him before throwing a leg over the side of the mattress .
4684,"although she should have felt a little bashful being na**d in front of him , she felt surprisingly comfortable ."
4685,"when she got into the bathroom , she raised her brows in surprise ."
4686,`` a clawfoot tub ? ''
4687,she questioned .
4688,pesh laughed .
4689,`` all the old charm but modern conveniences . ''
4690,he pointed to the detachable shower head .
4691,`` nice . ''
4692,he turned on the water and waited for it to heat up .
4693,"once he decided it was warm enough , he took her by the hand and helped her inside ."
4694,"she turned her back to the spray , letting the water clean her up ."
4695,"pesh did n't seem to think that was enough because after he soaped up his hands , he began to wash off her back and ass ."
4696,"as his magic hands massaged in slow strokes , she could n't resist asking the question that was plaguing her ."
4697,`` did i feel different ? ''
4698,his hands stilled on her lower back .
4699,`` what do you mean ? ''
4700,"glancing at him over her shoulder , she replied , `` that was the first time i 've had sex since i gave birth to mason ."
4701,i just wondered if i felt different .
4702,"you know , inside . ''"
4703,his face came to nuzzle her neck .
4704,`` you felt amazing . ''
4705,`` not any different ? ''
4706,`` did you hear me complaining ? ''
4707,"`` no , but i just worried . ''"
4708,"`` you have nothing to worry about , my love . ''"
4709,his hand skimmed over her ribcage to cup her breast .
4710,"as her nipple hardened beneath his fingers , she sucked in a pleased breath ."
4711,`` i want nothing more than to be back inside you as soon as i can . ''
4712,`` then why do n't you ? ''
4713,she challenged .
4714,`` fine then .
4715,"put your hands on the tile , '' he ordered ."
4716,"`` yes , sir , '' she teased before placing her palms on the cool , wet tile ."
4717,"pesh slid the gleaming silver shower head between her legs , causing her to gasp at the contact ."
4718,"then he flicked his wrist to the side , sending the jets of water pounding into her clit ."
4719,she moaned and threw her head back against his drenched chest .
4720,slowly he started moving the shower head to where it would rub against her .
4721,"each time she moved back , the water hit her in just the right spot ."
4722,she arched her h*ps as the pressure began to build .
4723,pesh slid his free hand up over her ribcage to cup her breast .
4724,"he kneaded the flesh , pinching the ni**les that were already hardened ."
4725,she pinched her eyes shut from the sensory overload .
4726,"just as she would feel herself about to come , he would shift his wrist so the vibrations hit her in another area , building her again ."
4727,"`` please , pesh , '' she moaned ."
4728,"`` what , baby ? ''"
4729,`` please make me come . ''
4730,"`` have you had enough pleasure yet , or should we continue on ? ''"
4731,"he asked , moving the shower head away from her ."
4732,she groaned at the loss .
4733,"rubbing her ass against his hardened erection , she begged , `` you let me come , and then i 'll make sure you do as well . ''"
4734,"with his knee , he nudged her legs even further apart ."
4735,"when he once again brought the shower head between her legs , it reached even more sensitive areas ."
4736,it took only a few seconds of the water coupled with his rubbing and her grinding to cause her to scream with the pulsing convulsions .
4737,she smacked her hands against the walls as wave after wave pulsed through her .
4738,"when she finally stopped shuddering , she slowly slid around to smile up at pesh ."
4739,`` wow ? ''
4740,"he said , with a smile ."
4741,she teasingly pinched his arm .
4742,`` i was going to say exquisitely amazing . ''
4743,`` i 'm sure you were . ''
4744,"reaching between them , she took his erection in her hands ."
4745,"`` good thing i 'm about to get on my knees because i do n't think i could stand after all that , '' she said , with a teasing wink ."
4746,"bending her head , she began trailing kisses down his wet chest ."
4747,"as she stroked him , she took time to kiss and then suck on his ni**les ."
4748,his groan told her she was finding some of his most sensitive places .
4749,"after teasing his ni**les to erect points , she continued on down his delicious washboard abs and through the dark hair that crowned his erection ."
4750,"sinking down onto the floor of the tub , she stroked him hard from base to tip ."
4751,"when his chest began to heave , she leaned over to slide him into her mouth ."
4752,"`` megan , '' he groaned , his fingers coming to tangle in the wet strands of her hair ."
4753,she took him as far back as she could before sliding him out .
4754,her tongue flicked over the sensitive head before she suctioned it .
4755,"when she released him again , she began long licks up his length ."
4756,then she once again slid him in her mouth and began bobbing her head up and down his length .
4757,his groans began to echo throughout the bathroom .
4758,"`` oh , megan , '' pesh murmured ."
4759,his grip on her hair tightened as he flexed his h*ps to go even deeper into her mouth .
4760,"when he started tightening up , he tried to pull away , but she gripped his thighs and held him in place ."
4761,he cried out and then came in a rush into her mouth .
4762,she swallowed all of him before she glanced up to see him staring down at her with such adoration in his face .
4763,`` thank you . ''
4764,"as he fell free from her mouth , she smiled ."
4765,`` you 're welcome . ''
4766,he helped her up off the tub floor .
4767,`` we better hurry up before we use all the hot water in these old pipes . ''
4768,`` i think you would probably do a good job keeping me warm . ''
4769,he smiled .
4770,`` i feel the same way about you . ''
4771,"although they were tempted for another round , megan knew pesh did n't want to chance it without any condoms ."
4772,"instead , she tore herself away from him when they finished their shower ."
4773,she blew her hair dry while he got dressed .
4774,"once she finished , he helped her slide back into her dress ."
4775,then they left their suite without even turning down the bed .
4776,"when they got downstairs , megan inwardly groaned that the same man was at the reception desk ."
4777,she knew from his expression that he recognized them as well .
4778,"as pesh handed him the key card , megan decided to make the most of the situation ."
4779,she rubbed pesh 's arm .
4780,"`` thanks again , mr. nadeen ."
4781,make sure to call me again next time you 're in savannah .
4782,"i love big spenders like you , '' she purred ."
4783,"while the man 's eyes bulged , pesh stared at megan like she had grown another head ."
4784,"his mouth opened and closed like a fish out of water , but no words of admonishment came out ."
4785,"when he finally , recovered , he tersely replied , `` i 'll try to remember that , miss mckenzie . ''"
4786,"truly playing her part , megan turned on her heels and started walking across the lobby ."
4787,she did n't get far before pesh was at her side .
4788,"after shoving the hotel bill into his suit pocket , he slid his arm around her waist , drawing her close against him ."
4789,"`` you are in so much trouble , '' he growled into her ear ."
4790,she giggled as they walked out of the hotel .
4791,"`` mmm , are you going to punish me by taking me over your knee and spanking me ? ''"
4792,"`` i just might , '' he replied ."
4793,"tilting her head , she eyed him in the street lights ."
4794,`` you ca n't seriously expect me to believe that you of all people are into bdsm ? ''
4795,"`` no , i 'm not . ''"
4796,she snorted .
4797,"`` once again , that does n't surprise me . ''"
4798,"when he stopped walking right in the middle of the crowded street , she stared up at him in surprise ."
4799,"`` a good spanking , some handcuffs , and a blindfold all have possibilities ."
4800,as far as all that other stuff ? ''
4801,his thumb came up to trail slowly across her bottom lip .
4802,"`` if one truly knows how to f**k , you do n't need any accessories and embellishments . ''"
4803,she licked her lips as a little shiver went down her spine .
4804,`` and you certainly know what you 're doing .
4805,you just got me wet right here in the middle of the street . ''
4806,his jaw clenched as he took her by the arm .
4807,`` do n't say anything else like that .
4808,i need to get you home . ''
4809,`` to your bed ? ''
4810,she asked .
4811,`` i wish .
4812,but you need to go home to your family . ''
4813,megan did n't argue with him because she knew he was right .
4814,she had a son to think about .
4815,"regardless of how tempting it was , she just could n't go on some pleasure binge when she was a mother ."
4816,but there was a part of megan that did n't want the bubble to burst by leaving pesh and going home to her regular life .
4817,she wanted nothing more than go back to his place .
4818,sex with pesh had been phenomenal .
4819,"and despite being a little sore from underuse , she certainly felt ready for more ."
4820,"sex , that was ."
4821,"pesh grabbed them a taxi , and they made the drive back to the airport ."
4822,"even though they did n't speak , megan did n't feel awkward around him after what they had done ."
4823,he sat as close to her as he could with her hand clasped in his .
4824,"once they got back to the plane , she felt exhaustion begin to set in ."
4825,"leaning back against the headrest , she closed her eyes as pesh went about getting them ready to take off ."
4826,she only opened her eyes again when she felt them start racing down the runway .
4827,"when they got into the air , she could n't help sitting on the edge of her seat and peering out the windows at the city lights ."
4828,`` it 's so beautiful in the dark . ''
4829,`` sometimes i think i favor flying at night . ''
4830,`` you do ? ''
4831,he nodded .
4832,"`` for some reason , it seems much more tranquil ."
4833,there 's a vulnerability to it as well .
4834,"in the day , everything is within your sight distance ."
4835,"but in the dark , you have to rely on your instruments and instincts . ''"
4836,`` i 'd love to learn how to fly . ''
4837,`` you would ? ''
4838,she nodded .
4839,`` i 've always thought it would be something amazing to learn . ''
4840,`` then i 'll teach you . ''
4841,she turned to him in surprise .
4842,`` really ? ''
4843,`` sure .
4844,why not ? ''
4845,"with a shrug , she replied , `` you 're a busy man , and i do n't know how fast a learner i would be . ''"
4846,he smiled .
4847,`` for you i would make time . ''
4848,"as she stared at him across the small interior of the plane , she knew she was ready to make more time for him as well ."
4849,"where it would lead them , she could n't wait to see ."
4850,"chapter fifteen as the cornflower-blue horizon spread out for miles and miles before her , megan could n't help fighting the urge to pinch herself ."
4851,she was actually up in pesh 's plane during her first flight lesson .
4852,"from the moment they had taken off , she had been overwhelmed by such a surreal feeling ."
4853,it must 've been something about being in control of the plane as it rocketed down the runway and then took off into the sky .
4854,"of course , she really was n't in total control of the plane ."
4855,pesh was able to take over at any moment from his spot in the co-pilot 's seat .
4856,"that made her feel a little better considering she had so little flying experience , and the manual she had read at least twice did n't prepare you for everything ."
4857,"now as they coasted along the city skyline , she kept both hands firmly gripping the steering wheel , or yoke as it was called in small plane terminology , as they passed through wispy strands of white clouds ."
4858,"when pesh had first offered to give her flying lessons , megan did n't know if she should believe him or not ."
4859,"looking back , she was n't sure why she ever doubted him considering he was always a man of his word ."
4860,"and now , just two weeks after their first date in savannah , they were back up in the air flying around atlanta on a thursday afternoon ."
4861,it had been quite a week together of having dinner after work or them picking up something on the way to her house .
4862,"although , the first day back at work proved both difficult and awkward as they tried to appear as though nothing had changed ."
4863,"but the fact was everything had changed , and it was n't just because they had become physical ."
4864,"as much as megan tried to fight her growing feelings for pesh , it was virtually impossible ."
4865,"a man like him made it too hard for any woman not to fall in love with him , and as much as she did n't want to acknowledge it , she could see herself falling for him ."
4866,"of course , he was also full of surprises ."
4867,like on monday when he had asked her to see if there was an extra heart monitor in one of the empty patient rooms on the first floor .
4868,she had obediently gone to check .
4869,"while she found the heart monitor , she also found him ."
4870,the gentleman she had once known became somewhat of a sex fiend when he locked the door and disappeared with her behind the curtain .
4871,"a mid-day sex session in an empty hospital bed made for quite an experience , especially when the brake on the bed released , and they literally banged into the walls ."
4872,"but besides the naughty sexcapade , he 'd wanted to spend down time with her and mason ."
4873,"earlier in the week , pesh brought mason to see his plane ."
4874,megan had to smile at the image in her mind of mason on pesh 's lap in the pilot 's seat as he explained the ins and outs of the buttons and knobs .
4875,pesh had shown such patience with mason by constantly fielding his questions and letting him wear one of the headsets .
4876,he 'd even gotten the atc to send a message over the headset so mason could hear .
4877,"while it was supposed to be a pre-flying lesson for her , it turned educational for mason as well ."
4878,"and to make it a day that neither mason , nor pesh would forget , they 'd gone by mcdonald 's afterwards so mason could play on the playground ."
4879,the fact that pesh was so willing to do anything to make mason happy was slowly starting to crack megan 's tough resolve against dating him .
4880,it was n't just the fact that pesh was so wonderful with mason that had her reeling .
4881,"when they talked , she shared more with him than she ever had with a man ."
4882,he made it easy to open up to and speak of both the good and the bad in her life .
4883,he was such a good listener that she never felt like she was just rattling on and boring him .
4884,he truly seemed interested in everything she said .
4885,it was an amazing feeling .
4886,`` still doing okay over there ? ''
4887,"pesh asked , bringing her out of her thoughts ."
4888,she grinned .
4889,`` fine . ''
4890,"`` i wish you could see your face , '' he mused ."
4891,`` do i have some dopey expression ? ''
4892,she asked .
4893,`` it is n't dopey .
4894,it 's wide-eyed wonderment like a kid on christmas morning . ''
4895,"`` oh , i would totally believe it since this certainly feels like a very big and very dangerous toy . ''"
4896,`` it 's a wonderful sight to see .
4897,i 'm so glad i get to share this with you . ''
4898,he took one of her hands from the yoke and brought it to his mouth .
4899,"as his lips kissed over her knuckles , she tensed ."
4900,`` i need my hand back .
4901,"i do n't feel like i have a good grip on the steering wheel like you said i should , '' she protested ."
4902,pesh sighed and released her hand .
4903,"`` how i regret telling you that tip now , '' he lamented ."
4904,she smiled .
4905,`` that 's not fair to try and distract me .
4906,"i need to focus , so we do n't crash . ''"
4907,`` all right .
4908,i 'll keep my hands to myself ... for now . ''
4909,a shudder went through her at his words .
4910,"at that moment if there was any way possible to actually fly the plane and bang him , she would have tried ."
4911,"shaking her head , she tried ridding herself of her inappropriate thoughts ."
4912,`` what 's that ? ''
4913,"she asked , pointing at a dark blip far down on the horizon ."
4914,"pesh leaned forward in his seat , peering out the windshield ."
4915,`` looks like a storm cloud moving in . ''
4916,`` we should head back then . ''
4917,he chuckled .
4918,`` i do n't think it 's going to affect us . ''
4919,"`` yeah , well , i do n't like the thought of trying to fly in a storm . ''"
4920,`` then we 'll head back . ''
4921,`` which way should i turn the plane ? ''
4922,"`` let 's take a right , '' pesh replied ."
4923,megan bobbed her head and then turned the yoke at the same time she pressed on the right rudder pedal with her foot .
4924,`` good .
4925,keep it coming .
4926,we 're almost turned around . ''
4927,"once they were facing the opposite direction , pesh said , `` now let 's bring up the speed . ''"
4928,she did as she was told and waited for him to give her any further instructions .
4929,`` we 're good to go now .
4930,"when we 're about ten minutes out from mccollum , you need to let the atc know we 're coming in . ''"
4931,`` okay .
4932,i can do that . ''
4933,`` do you have plans for this evening ? ''
4934,`` not that i know of . ''
4935,`` would you like to have dinner with me ? ''
4936,she nibbled on her bottom lip to keep from laughing at his formalness .
4937,`` i suppose so .
4938,do i get dessert afterwards ? ''
4939,his body tensed beside her .
4940,"`` are you implying that i 'm dessert , or that after we finish dinner i should get you dessert ? ''"
4941,megan laughed .
4942,"`` no , i want you for dessert . ''"
4943,`` then you can have me .
4944,always . ''
4945,"glancing over at him , she said , `` i might have to ask for a to-go box since i 'm assuming we 'll have mason with us . ''"
4946,`` i do n't mind .
4947,i enjoy spending time with him . ''
4948,megan could n't keep the smile off her face at pesh 's words .
4949,"`` he really likes being with you , too ."
4950,i 've never seen him warm up to a stranger as much as he has to you . ''
4951,"`` i 'm a likeable guy , '' he teased ."
4952,"`` yeah , you are , '' she murmured , trying not to let the out-of-control fluttering of her heart make her think more than she should about him ."
4953,pesh interrupted her thoughts by motioning to the controls .
4954,`` go ahead and start doing your landing checks . ''
4955,megan vaguely remembered what knobs and meters she had looked at before they took off .
4956,"once she got through the landing checks with pesh 's help , they were getting closer to mccollum ."
4957,`` now radio atc . ''
4958,"`` um , okay , '' megan replied , nibbling on her lip ."
4959,"after clearing his throat , megan glanced over at pesh ."
4960,he motioned to the yoke .
4961,"`` oh , duh , '' she replied ."
4962,"with her thumb , she pressed the push-to-talk button ."
4963,`` this is cessna 172 coming in for landing . ''
4964,"before she could ask pesh if she had done it right , he relayed a different message over his push-to-talk ."
4965,the atc 's response crackled over her headset .
4966,"`` cessna 172 , this is ground control confirming you are clear to land . ''"
4967,"`` now push on the yoke to start the descent , '' pesh instructed ."
4968,"after she did what she was told , her eyes locked on the speedometer ."
4969,`` should we be picking up this much speed ? ''
4970,"`` yes and no , '' pesh replied ."
4971,`` what the hell does that mean ? ''
4972,"she asked , jerking her wild gaze to his ."
4973,he chuckled .
4974,`` see the black knob there labeled 'throttle ' ? ''
4975,`` yeah . ''
4976,`` look at it this way .
4977,"you know when you 're in a car and you 're going downhill , you pick up speed ? ''"
4978,megan nodded .
4979,`` it 's the same thing in a plane .
4980,"but if you pull on the throttle knob , it reduces the engine power so there wo n't be an increase in speed . ''"
4981,"with her fingers grasping the black knob , megan asked , `` how hard do i need to pull on it ? ''"
4982,`` try pulling back half-way . ''
4983,"after pulling on the knob , megan eyed the speed ."
4984,`` we 're slowing down . ''
4985,`` good . ''
4986,`` are we at ninety knots ? ''
4987,megan glanced down .
4988,`` yeah . ''
4989,"`` okay , then lower the nose just a little bit ."
4990,that will give us a glide-path or a controlled descent . ''
4991,megan eased on the steering wheel until the nose of the plane dipped below the horizon .
4992,"`` now put the landing gear in the down position , '' pesh instructed ."
4993,`` is that the button with the little tire on it ? ''
4994,"`` yep , that 's the one . ''"
4995,megan pressed it .
4996,`` got it . ''
4997,"`` using the steering wheel , roll the wings a little to the right , so we 're lined back up with the runway . ''"
4998,megan turned the steering wheel to the right a little too abruptly .
4999,"`` oops , '' she replied ."
5000,`` it 's okay .
5001,just level it out .
5002,you always want your runway target spot to stay in the same fixed spot on the windshield . ''
5003,"as megan stared ahead , she realized how close they were getting to the runway , and in turn , the ground ."
5004,suddenly she was n't so sure if she could land the plane .
5005,"it was one thing taking off , but it seemed like there was so much more that could go wrong when landing ."
5006,"`` u-uh , p-pesh , '' she stammered ."
5007,`` yeah ? ''
5008,he asked casually .
5009,`` i do n't think i can do this . ''
5010,she cut her eyes over to him .
5011,`` i ca n't land the plane .
5012,it 's too scary . ''
5013,"`` yes , you can . ''"
5014,megan shook her head furiously back and forth .
5015,`` no really .
5016,you need to take back the controls .
5017,i could cause us to crash . ''
5018,`` but i have faith in you . ''
5019,`` really ? ''
5020,`` of course .
5021,i would n't let you do this if i did n't think you could . ''
5022,"she stole a glance at him , taking in his earnest expression ."
5023,"god , he really and truly believed in her ."
5024,and it was n't just about the fact they were banging each other every chance they got alone .
5025,"no , he saw through to the real her ."
5026,"after taking a deep breath , she felt herself slowly calming down ."
5027,`` fine .
5028,"i 'll try , but i 'm not making any promises . ''"
5029,"`` that 's my girl , '' pesh replied ."
5030,`` what should i do now ? ''
5031,"`` all right , now you need to pull the throttle all the way out as well as pulling back on the wheel to keep the nose from dipping . ''"
5032,"clearing her throat that felt as dry as sandpaper , megan jerked on the throttle button before pulling on the steering wheel ."
5033,it was a little harder considering how sweaty her hands were .
5034,`` keep it steady .
5035,you 're doing great . ''
5036,"as they came closer and closer to the runway , megan fought the urge to close her eyes , but she realized that would not be the right thing to do ."
5037,"instead , she braced herself for the impact ."
5038,the moment the wheels hit the asphalt she shrieked and clutched at the steering wheel .
5039,`` do n't fight the bounce .
5040,we 're fine .
5041,you 're fine . ''
5042,they skidded along the pavement .
5043,"`` okay , now ease up on the wheel and push on the tops of both pedals to apply the brakes . ''"
5044,"without thinking , megan stomped her feet , causing the plane to screech ."
5045,"`` easy , '' pesh said ."
5046,"she let her feet off the brakes , and they began to coast ."
5047,`` now you 're going to bring it back into the hanger . ''
5048,"`` oh , hell no !"
5049,i would end up mowing out the side of the building or another plane ! ''
5050,megan cried .
5051,pesh 's amused chuckle died quickly at the death glare she shot him .
5052,"`` megan , you 'll do fine ."
5053,you just landed a plane .
5054,i think you can handle pulling into a hanger . ''
5055,she scowled at him .
5056,`` fine .
5057,"but when you have to file a huge insurance claim , i 'm going to say 'i told you so . ' ''"
5058,"`` we 'll see , '' he replied ."
5059,she could tell he was fighting back a smile the way he kept biting down on his lip .
5060,"`` all right , take a right here , '' he said , pointing to where the runaway split ."
5061,she turned the wheel to the right and began easing her foot down on the brake when she saw the hangers come into view .
5062,`` which one is yours ? ''
5063,`` i share the third one .
5064,"luckily for you , it 's pretty much a straight shot in ."
5065,just watch out for my dad 's plane . ''
5066,megan jerked her horrified gaze over to his .
5067,`` i could be taking out your dad 's plane ? ''
5068,pesh shook his head .
5069,"`` you 're not going to take out anyone 's plane , megan ."
5070,i have faith in you . ''
5071,she gripped the steering wheel until her knuckles turned white .
5072,"after taking a deep breath and giving herself a mental pep talk , she started slowly easing the plane inside the hanger ."
5073,"even though she was far away from the back wall , she hit the brakes ."
5074,`` is this okay ? ''
5075,`` looks good to me .
5076,now you want to pull on the red knob . ''
5077,`` the one that says mixture ? ''
5078,"`` yeah , that 's the one ."
5079,it will kill the engine . ''
5080,"when megan pulled on the knob , the plane shuddered into silence ."
5081,"she could n't help sitting absolutely frozen for a few moments , processing everything that had happened ."
5082,pesh 's hand reached out to rub her shoulder .
5083,`` you okay over there ? ''
5084,he asked .
5085,"turning her head , she smiled ."
5086,`` i think so . ''
5087,`` you were starting to worry me for a minute . ''
5088,`` i think i was worrying myself . ''
5089,pesh 's warm laugh made her tingle in parts it should n't .
